本文,Level,尊敬語,謙譲語,丁寧語,フィールド
怒る気持ちは、十分分かります。,2,0,0,0,怒る
一時間も待たせたので怒るのは当然だと思います。,2,0,0,0,怒る
社長は機嫌が悪いため、覚悟をお願いします。,2,0,0,0,怒る
お客様のお怒りも分かります。,2,0,0,0,怒る
普段のんびりしたあの方が怒るのはよほどでしょう。,2,0,0,0,怒る
この件に、これ以上お関わりになるのはいかがなものかと存じます。,1,0,1,0,関係
あの事件には、弁護士として携わられたのでしょうか？,1,1,0,0,関係
どうか、お構いいただきませんように。,1,1,0,0,関係
あなた様は、まことにお世話がお好きでいらっしゃいますね。,1,1,0,0,関係
なにとぞ、お取り成しいただきますようにお願い申し上げます。,1,1,0,0,関係
これ以上のご介入はいかがなものかと存じます。,1,0,1,0,関係
あなた様、あの件に介入されるおつもりですか？,1,1,0,0,関係
お二方は、どのようなご関係でいらっしゃいますか？,1,1,0,0,関係
例の件に、今もご関係でいらっしゃいますか？,1,1,0,0,関係
もう、あなた様のご干渉はお受けいたしません！,1,0,1,0,関係
そこまで干渉なさるのは、いかがなものかと存じます。,1,0,1,0,関係
あの方が疑獄事件に関与なされていたとは、驚愕いたしました。,1,0,1,0,関係
この度は、ご仲裁を賜りまして、感謝申し上げます。,1,0,1,0,関係
犬猿の間柄を仲裁なさるのは、至難の業でございましょうね。,1,1,0,0,関係
研究に携わられ二十年でいらっしゃいますか。ご苦労がおありだったでしょうね。,1,1,0,0,関係
今度、埋め合わせをなさっていただけますのでしょ？,1,1,0,0,関係
ここは諦めないで、交渉をお重ねになられた方がよろしいのではないでしょうか・・・。,1,1,0,0,関係
海外進出されるよりも、足元をお固めになられる方が、お先ではございませんか。,1,1,0,0,関係
この度の入札について、なにとぞお口添えをたまわることはできませんでしょうか。,1,1,0,0,関係
お若い方々をおまとめになられるのは、大変でございましょう。,1,1,0,0,関係
その場を何とか、お取り繕いになられたんでございますね？,1,1,0,0,関係
よろしくお計らい賜りますよう、お願い申し上げます。,1,1,0,0,関係
あなた様が便宜をお計らいになられたのございますね。,1,1,0,0,関係
ついに提携が本決まり。気長に交渉をなされた成果でございますね。,1,1,0,0,関係
そのご折衝には、ずいぶんお時間がかかるようでございますね。,1,1,0,0,関係
相手が相手だけに、折衝なさる方は大変でございますね。,1,1,0,0,関係
お住まいをお探しでしたら、お仲介いたしましょうか？,1,0,1,0,関係
縁談を仲介なさるのが、ご趣味でいらっしゃるんでしょうか？,1,1,0,0,関係
ドイツでオペラをご覧になるために、予定を調整なさったんでございますね。,1,1,0,0,関係
どんなに確信がおありでございましても、事前に根回しをなさるべきでございます。,1,1,0,0,関係
弥勒菩薩の前で、足をお止めになっておられましたね。,1,1,0,0,関心
嬉しゅうございます、お気に留めていただけとは・・・,1,1,0,0,関心
いつもお心にお留めいただきまして、感謝の言葉もございません。,1,1,0,0,関心
少数意見もお取り上げになるので、部長は人気がおありになります。,1,1,0,0,関心
あの作品が、お目に留まったようでございますね。,1,1,0,0,関心
有機農業に、ご関心をお持ちのようでございますね。,1,1,0,0,関心
お嬢様はどのようなことに関心を持たれていらっしゃいますか？,1,1,0,0,関心
物事に幅広くご関心をお示しになるのは、良いことでございますよ。,1,1,0,0,関心
その男性にお会いになられて、ご感触はいかがでございますか？,1,1,0,0,関心
新曲のご感想を、お聞かせいただけないでしょうか？,1,1,0,0,関心
考古学にご興味をお示しだとは、ロマンチックでいらっしゃいますね。,1,1,0,0,関心
言葉遣いが良ろしくないと、お相手のご心証が良くございませんよ。,1,1,0,0,関心
次の試合にご注目いただきますように。,1,1,0,0,関心
監督が今注目なされているのは、どちらの選手でいらっしゃいますか？,1,1,0,0,関心
首相はこの事態をご重視なさるはずでございますが。,1,1,0,0,関心
社長じきじきのお声がかりなのですから、このお仕事はされるべきです。,1,1,0,0,関心
まだまだ若い彼を、お取立てになるのでしょうか？,1,1,0,0,関心
いつもお引き立ていただきまして、まことにありがとう存じます。,1,1,0,0,関心
若輩者でございますが、どうぞお引き立ていただきますように。,1,1,0,0,関心
会長のご信頼が厚いあなた様であれば、きっと良いことがございますよ。,1,1,0,0,関心
先生のお眼鏡に適いますかどうか、不安でございます。,1,1,0,0,関心
あのピンチに新人を起用なさるとは、思い切ったご采配でごさいましたね。,1,1,0,0,関心
日頃のご愛顧に感謝申し上げます。,1,1,0,0,関心
これほどのご厚遇、戸惑うばかりでございます。,1,1,0,0,関心
いつもご贔屓いただきまして、感謝申し上げます。,1,1,0,0,関心
どちらのお相撲さんを贔屓になさっておられるのですか？,1,1,0,0,関心
社長はやはりイエスマンのあの方を登用なさいましたね。,1,1,0,0,関心
彼を宴会部長に抜擢なされたのは正解でございますよ。,1,1,0,0,関心
部長は学校の後輩ばかり優遇なさるんですよ！,1,1,0,0,関心
お仕事よりもデートを優先なさるのでしょうか？,1,1,0,0,関心
確かにお預かりいたします。お荷物、こちらでお預かりいたします。,1,1,0,0,管理
この書類、あなた様にお届けさせていただきますわ。,1,1,0,0,管理
お荷物をお預けになるのでしたら、こちらで承ります。,1,1,0,0,管理
申込書も封筒にお入れさせていただきました。,1,1,0,0,管理
貴重品は金庫の中にお入れになってください。,1,1,0,0,管理
降ってまいりましたね。傘をお貸しいたしましょう。,1,1,0,0,管理
倉庫をお貸しになっていらっしゃるのですか？,1,1,0,0,管理
それでは、傘を拝借いたします。,1,1,0,0,管理
ここは奮発して、広い部屋をお借りになられてはいかがでしょうか？,1,1,0,0,管理
新社長の年頭のご挨拶を、皆様にお配りさせていただきます。,1,1,0,0,管理
大入り袋をお配りになられたのですか？,1,1,0,0,管理
申込書は窓口にお出しになってください。,1,1,0,0,管理
遺産は三人のご兄妹でお分けになられるんでしょうか？,1,1,0,0,管理
先生にお渡ししたいものがございますが。,1,1,0,0,管理
指輪をお渡しになるのであれば、タイミングが大事でございます。,1,1,0,0,管理
給料をいただき次第、お返しいたします,1,1,0,0,金
今年中に何とか、ご返済いただきたいのですが…,1,1,0,0,金
宝くじを当てられて、ローンを一括返済なさったそうですね,1,1,0,0,金
お困りの様でしたら、お貸しいたしましょう,1,1,0,0,金
お金をお貸しになるのは、ご友人を無くす事と同じですよ,1,1,0,0,金
それでは、ありがたくお借りいたします,1,1,0,0,金
貸して下さった資料は明日必ずお返しいたします。,1,1,0,0,返す
あの献金は、お返しになった方がよろしのでは？,1,1,0,0,返す
お怪我をなさっておりますね。新しい物とお取替えいたします。,1,1,0,0,返す
お直ししたテレビは、その後いかがですか？,1,1,0,0,返す
居間をフローリングにお直しになるのですね？,1,1,0,0,返す
車は会社に、お帰しになられたのですか？,1,1,0,0,返す
パソコンの修理でしたら、私共が承りいたします。,1,0,1,0,返す
お渡しした資料は、ご返却には及びません。,1,1,0,0,返す
図書館でお借りた本はご返却なさったのですか？,1,1,0,0,返す
先日の資料は速達でご返送ください。,1,1,0,0,返す
ご返送なさる時は、こわれ物のシールをお貼り下さい。,1,1,0,0,返す
ご返信なされる場合は、一週間以内にお願い申し上げます。,1,1,0,0,返す
色が違うようなら返品なされた方がよろしいかと思います。,1,1,0,0,返す
記念の年ですから、優勝旗を返還される必要はございません。,1,1,0,0,返す
お帰りをお待ちしておりました。,1,1,0,0,帰る
お客様は、先ほどお帰りになりました。,1,1,0,0,帰る
日本へお帰りになられるのは何年ぶりですか？,1,1,0,0,帰る
ご子息を共だっての帰郷、さぞご両親もお喜びになるでしょう。,1,1,0,0,帰る
部長はお戻りになりましたでしょうか？,1,1,0,0,帰る
部長は何時頃に戻られますでしょうか？,1,1,0,0,帰る
午前の便で戻られるのですね、空港までお迎えにあがります。,1,1,0,0,帰る
久しぶりに帰省なされまして、ご家族もお喜びになりましたでしょう。,1,1,0,0,帰る
ご主人は、ご帰宅されたでしょうか？,1,1,0,0,帰る
社長が帰宅するのは、かなり遅い時間になるかと思います。,1,1,0,0,帰る
先生はアフガンから無事にお戻りになられました。,1,1,0,0,帰る
